source,Marca,País,Unidade,ID localização por marca,totranslated_E-prep Publish date,Review author,Pontuação geral,Comentário,Review response,Response Date,Resposta,Model,VIN,Concessionária Global - Satisfação global,"Qual é o seu nível de satisfação com a [=e_unitid] em relação à sua experiência de compra de um carro novo?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)",Können Sie uns bitte mehr über Ihre Erfahrungen berichten,"
Você encontrou o que estava procurando no site da [=e_renault_brand_enum] antes de se dirigir à concessionária?​​","
Você pode nos contar mais sobre o que não encontrou no site da [=e_renault_brand_enum]?
","O quanto você está satisfeito com a competência do consultor de vendas?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","O quanto você ficou satisfeito com a clareza e a utilidade das informações fornecidas pelo consultor de vendas sobre produtos e ofertas de veículos elétricos da [=e_renault_brand_enum]?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","O quanto você ficou satisfeito com as explicações sobre as soluções de carregamento em casa e na rua?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)",Foi oferecido um test drive?,"
O quanto você ficou satisfeito com o test drive?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","
Durante o test drive, o quanto você ficou satisfeito com a demonstração e as explicações de carregamento em casa e na rua?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","
Foi oferecido um Mobilize Charge Pass?",Mobilize - solução de carregamento residencial,"

O quanto você ficou satisfeito com o suporte e a instalação do seu carregador doméstico (wallbox)?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","
Se morar em uma casa individual: ao encomendar seu veículo elétrico na <DEALER NAME>, você conheceu nosso serviço de carregamento bidirecional, Mobilize Power V2G?","

O quanto você está satisfeito com a clareza das explicações fornecidas sobre o Mobilize Power V2G?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","
Se você adquiriu o carregador doméstico da Mobilize, te perguntaram se você desejaria receber informações por e-mail e ter contato com um especialista Mobilize?","

O quanto você ficou satisfeito com o suporte fornecido para ativar seu Mobilize Charge Pass? 
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)",O seu veículo foi entregue dentro do prazo acordado?,"
Eu fui informado sobre eventuais atrasos na entrega do veículo?",Entrega do veículo - satisfação com a entrega,"Para a compra do seu veículo, você financiou com a Mobilize Financial Services?","
Qual é seu nível de satisfação em relação ao financiamento do seu carro e aos serviços de Mobilize Financial Services?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","Para entender melhor sua resposta, você poderia nos dizer por que atribuiu essa nota","O quanto você está satisfeito com o suporte fornecido para aproveitar ao máximo os recursos do seu carro conectado com o aplicativo da [=e_renault_brand_enum]  (criação de conta, pareamento etc.)?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","Após a Entrega do seu veículo, a concessionária entrou em contato com você?","Eu fiquei satisfeito com o contato da Concessionária após a Entrega do veículo?
Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","Após a entrega do seu veículo, você retornou a uma Concessionária [=e_renault_brand_enum] para resolver algum problema relacionado exclusivamente à entrega deste veículo?","
Por qual dos seguintes motivos você teve que voltar?","
No geral, você diria que sua experiência na  <DEALER NAME>…?","Qual é a probabilidade de você recomendar a  <DEALER NAME> para um dos seus amigos ou parentes?
Escolha 10 se você recomendaria com certeza e 0 se você não recomendaria de jeito nenhum.","Pensando na sua experiência, você pode nos contar quais elementos se destacam na sua memória? 
",Você autoriza que suas respostas sejam compartilhadas com seu nome e seus dados de contato com a [=e_renault_brand_enum] para aprimorar nossos produtos e serviços?,E comunicar o seu nome e seus dados de contato para a <DEALER NAME> ? (Caso seja necessário entrar em contato novamente),"
Com base no seu feedback sobre a sua experiência recente na <DEALER NAME>, você gostaria que alguém entrasse em contato para conversar melhor sobre isso?","

Com qual equipe você gostaria de falar?","


Ficaríamos gratos se você pudesse reservar um momento para compartilhar a sua avaliação no Google","<html><p class=""layout_rte""><b class=""layout_rte"">Qual é o seu nível de satisfação com a  [=e_unitid] em relação à sua experiência na oficina?</b><br class=""layout_rte"">Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)</p></html>","Recentemente, uma manutenção foi realizada no seu veículo na oficina da [=e_unitid]. Foi você quem trouxe o carro?","Durante sua visita à oficina, que tipo de trabalho foi realizado?",Outro - tipo de trabalho realizado,"<html><p class=""layout_rte""><b class=""layout_rte"">Você agendou sua última visita à [=unit_name] pela internet?</b></p></html>","O quanto você está satisfeito em relação à facilidade de realizar o agendamento pela internet?Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","A minha experiência nos serviços realizados foi facilitada pela  [=e_unitid] ?Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","O quanto você se sentiu valorizado(a) como cliente? Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","O quanto você está satisfeito com a qualidade do trabalho realizado? Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito)","<html><p class=""layout_rte""><b class=""layout_rte"">O quanto você está satisfeito com a relação custo-benefício da experiência geral na [=e_unitid]? </b><br class=""layout_rte"">Clique nas estrelas para indicar sua classificação (1 estrela = Muito insatisfeito, 5 estrelas = Muito satisfeito) </p></html>",A concessionária entrou em contato com você após sua visita para verificar se você ficou satisfeito com o serviço prestado?,Os trabalhos foram realizados com sucesso durante sua visita?,Por qual dos seguintes motivos você teve que voltar?,"<html><p class=""layout_rte""><b class=""layout_rte"">Você poderia nos contar mais sobre o motivo pelo qual teve que retornar?</b><br class=""layout_rte""> Certifique-se de que o conteúdo do seu comentário esteja diretamente relacionado à sua experiência, sem ser subjetivo ou excessivo. Não compartilhe nenhuma informação ou dado pessoal sensível (dados de saúde, número de cartão de crédito, etc.).</p></html>","<html><p class=""layout_rte""><b class=""layout_rte"">Qual é a probabilidade de você recomendar a  [=e_unitid] para um dos seus amigos ou parentes?</b><br class=""layout_rte"">Escolha 10 se você recomendaria com certeza e 0 se você não recomendaria de jeito nenhum.</p></html>","<html><p class=""layout_rte""><b class=""layout_rte"">Pensando na sua experiência, você pode nos contar quais elementos se destacam na sua memória? </b><br class=""layout_rte"">Certifique-se de que o conteúdo do seu comentário esteja diretamente relacionado à sua experiência, sem ser subjetivo ou excessivo. Não compartilhe nenhuma informação ou dado pessoal sensível (dados de saúde, número de cartão de crédito, etc.).</p></html>",Você autoriza que suas respostas sejam compartilhadas com seu nome e seus dados de contato com a [=e_renault_brand_enum] para aprimorar nossos produtos e serviços?,"<html><p class=""layout_rte""><b class=""layout_rte"">E comunicar o seu nome e seus dados de contato para a [=e_unitid]?  </b><br class=""layout_rte"">(Caso seja necessário entrar em contato novamente)</p></html>","Com base no seu feedback sobre a sua experiência recente na [=e_unitid], você gostaria que alguém entrasse em contato para conversar melhor sobre isso?",Com qual equipe você gostaria de falar?,Ficaríamos gratos se você pudesse reservar um momento para compartilhar a sua avaliação no Google
Sales,Renault,Brazil,AUTOMEGA SAO JOSE,07600007R,,,5.0,,,2026-02-03 19:06:40,,Kwid,93YRBB008XXXXXXXX,5,5,Exelente,I didn't visit the website,,5,,,Yes,5,,,,,,,,,Yes,,5,Yes,5,Foi muito satisfatorio,5,No,,No,,,10,,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,AUTO FRANCE CABO FRIO,07600690R,,,5.0,,,2026-02-03 17:10:51,,Boreal,93YRJF027XXXXXXXX,5,5,Foi tudo nos conformes. Vendedor Gabriel excelente profissional!,Yes,,5,,,Yes,5,,,,,,,,,Yes,,5,Yes,5,,5,Yes,5,No,,,10,,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,DU NORT ANANINDEUA,07600718R,,,5.0,,,2026-02-03 16:52:57,,Kardian,93YRJF005XXXXXXXX,5,5,Atendimento maravilhoso.,Yes,,5,,,Yes but I didn't need it,,,,,,,,,,Yes,,5,No,,,5,Yes,5,No,,,10,"Consultor atencioso. Ajudou a buscar soluções até a compra ser fechada. Buscou as melhores soluções para o financiamento. Esclareceu as dúvidas, mostrou todas as opções de veículos, dando detalhes sobre os benefícios de cada modelo. Muito educado e me deixou muito segura.","Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,No,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,DU NORT PARAUAPEBAS,07601159R,,,5.0,,,2026-02-03 16:43:16,,Kardian,93YRJF00XXXXXXXXX,5,5,"Gostei muito do atendimento. Tanto do vendedor como dos demais funcionários. Fui algumas vezes para sondar preços, carros… e o que me fez voltar foi o atendimento na loja, pelo WhatsApp e as condições de pagamento. Tudo isso implicou no fechamento da venda e estou satisfeito com o veículo. Espero que tenhamos uma boa relação, uma vez que levarei o carro para revisão na concessionária quando estiver no tempo certo.",I didn't visit the website,,5,,,Yes,5,,,,,,,,,Yes,,5,Yes,5,Foi tudo dentro do prazo estabelecido e com excelente atendimento.,4,Yes,5,No,,,9,A negociação e os valores(inclui o bônus).,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,REGENCE FORTALEZA RM + SR,07600985R,,,4.0,,,2026-02-03 16:39:58,,Duster,93YHJD20XXXXXXXXX,4,4,"Foi uma experiência muito boa, tudo ocorreu como esperado.",Yes,,5,,,No,,,,,,,,,,Yes,,5,Yes,4,,5,Yes,5,No,,,10,"O atendimento foi ótimo, atenderam as expectativas.","No, I do not accept my answers to be provided to [=e_renault_brand_enum] with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,EUROVIA IMBIRIBEIRA,07600139R,,,5.0,,,2026-02-03 16:17:06,,Kwid,93YRBB009XXXXXXXX,5,5,Ótimo atendimento.,Yes,,5,,,Yes,5,,,,,,,,,Yes,,5,Yes,5,,5,Yes,5,No,,,10,,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,AUTO FRANCE MACAE,07600813R,,,5.0,,,2026-02-03 16:16:21,,Kwid,93YRBB004XXXXXXXX,5,5,Muito tranquila,I didn't visit the website,,5,,,Yes but I didn't need it,,,,,,,,,,Yes,,5,Yes,5,Não paguei juros no financiamento,4,Yes,5,No,,,10,Rápido atendimento e negociação,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,JORLAN FRANCE BARÃO,07601169R,,,5.0,,,2026-02-03 15:58:14,,Kwid,93YRBB002XXXXXXXX,5,5,Foi otima,I didn't visit the website,,5,,,No,,,,,,,,,,Yes,,5,Yes,5,"Tudo aconteceu dentro do oferecido pela pessoa que me atendeu, senti falta em me alertar sobre alguns itens que não viriam no carro e que poderia adquirir antes da retirada do veículo,umas meus filhos me  orientaram como o peito de aço e coloquei,porém retirei o carro sem insufilme e o acionamento automático dos vidros o  que terei que voltar para instalar,de resto foi tudo certo.",5,No,,No,,,10,O atendimento,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,AUTOPLUS SC BALNEÁRIO DO CAMBURIÚ,07601224R,,,5.0,,,2026-02-03 15:50:20,,Kwid,93YRBB008XXXXXXXX,5,5,"Foi tudo muito rápido e fácil.   A vendedora Ingrid e o Gerente, além da equipe de suporte, foram todos muito gentis e eficazes.",I didn't visit the website,,5,,,Yes but I didn't need it,,,,,,,,,,Yes,,5,Yes,5,"O crédito foi aprovado na hora, sem qualquer burocracia.",5,Yes,5,No,,,10,A rapidez com que fiz negócio com a Autoplus foi marcante.  Em menos de uma hora o negócio de venda de meu carro antigo e compra do novo aconteceu.,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,DU NORT SÃO LUÍS,07601155R,,,5.0,,,2026-02-03 15:42:53,,Kwid,93YRBB006XXXXXXXX,5,5,"satisfatório, estou gostando muito",Yes,,5,,,No,,,,,,,,,,Yes,,5,Yes,5,"Tive muito facilidade, não teve demora",5,Yes,5,No,,,10,Direção elétrica,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,IESA SAO JOAO,07600012R,,,5.0,,,2026-02-03 15:41:50,,Kwid,93YRBB001XXXXXXXX,5,5,"Fui muitíssimo bem atendida por todos. Desde os vendedores, Saimon e Matheus, ao Jeferson que fez a entrega do carro. Todos muito profissionais, simpáticos e acolhedores.",I didn't visit the website,,5,,,Yes but I didn't need it,,,,,,,,,,Yes,,5,Yes,5,"Recebi o PDF com todas as informações, parcelas. Baixei o app e ele é bem fácil, intuitivo e funcional e facilitou os pagamentos.",5,No,,No,,,10,"Acolhimento, simpatia, carisma, conhecimento do produto.","Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
Sales,Renault,Brazil,EUROVIA IMBIRIBEIRA,07600139R,,,5.0,,,2026-02-03 15:41:27,,Oroch,93Y9SR8G6XXXXXXXX,5,5,"Édson Marques Júnior Ele me conquistou como pessoa e disse
E su cara  esse carro agora só com os acessórios e eu disse tem
Toda razão topo
Bora e fechamos
O acordo",I didn't visit the website,,5,,,Yes but I didn't need it,,,,,,,,,,Yes,,5,Yes,5,Édson Marques Júnior Tudo por causa dele,5,Yes,5,Yes,None of these reasons,,10,Top Perfect the Show Must go on,"Yes, I accept my answers to be provided to with my name and contact details.","Yes, I accept my answers to be provided to with my name and contact details.",,,Yes,,,,,,,,,,,,,,,,,,,,,
